Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize,BlockSize
read_SC,1392,90,7864320,7077888,5,750,128
collect_SC,3505,90,7864320,7077888,5,750,128
spill_SC,4946,90,7864320,7077888,5,750,128
merge_SC,2735,90,7864320,7077888,5,750,128
write_SC,1008,90,7864320,7077888,5,750,128
shuffle_SC,2166,90,7864320,7077888,5,750,128
write_SC,768,90,7864320,7077888,5,750,128
shuffle_SC,1857,90,7864320,7077888,5,750,128
write_SC,1039,90,7864320,7077888,5,750,128
shuffle_SC,2204,90,7864320,7077888,5,750,128
write_SC,973,90,7864320,7077888,5,750,128
shuffle_SC,2185,90,7864320,7077888,5,750,128
read_SC,1389,90,7864320,7077888,5,750,128
collect_SC,3363,90,7864320,7077888,5,750,128
spill_SC,4931,90,7864320,7077888,5,750,128
merge_SC,2686,90,7864320,7077888,5,750,128
read_SC,1418,90,7864320,7077888,5,750,128
collect_SC,3326,90,7864320,7077888,5,750,128
spill_SC,4953,90,7864320,7077888,5,750,128
merge_SC,2704,90,7864320,7077888,5,750,128
read_SC,1484,100,7864320,7864320,5,750,128
collect_SC,3433,100,7864320,7864320,5,750,128
spill_SC,5594,100,7864320,7864320,5,750,128
merge_SC,2932,100,7864320,7864320,5,750,128
read_SC,1372,100,7864320,7864320,5,750,128
collect_SC,3306,100,7864320,7864320,5,750,128
spill_SC,9267,100,7864320,7864320,5,750,128
merge_SC,2926,100,7864320,7864320,5,750,128
read_SC,1226,100,7864320,7864320,5,750,128
collect_SC,3238,100,7864320,7864320,5,750,128
spill_SC,7426,100,7864320,7864320,5,750,128
merge_SC,3113,100,7864320,7864320,5,750,128
read_SC,1351,100,7864320,7864320,5,750,128
collect_SC,3512,100,7864320,7864320,5,750,128
spill_SC,5559,100,7864320,7864320,5,750,128
merge_SC,2935,100,7864320,7864320,5,750,128
read_SC,1380,100,7864320,7864320,5,750,128
collect_SC,3461,100,7864320,7864320,5,750,128
spill_SC,5390,100,7864320,7864320,5,750,128
merge_SC,2927,100,7864320,7864320,5,750,128
write_SC,1075,100,7864320,7864320,5,750,128
shuffle_SC,2316,100,7864320,7864320,5,750,128
write_SC,935,100,7864320,7864320,5,750,128
shuffle_SC,2348,100,7864320,7864320,5,750,128
read_SC,1369,100,7864320,7864320,5,750,128
collect_SC,3200,100,7864320,7864320,5,750,128
spill_SC,7620,100,7864320,7864320,5,750,128
merge_SC,2746,100,7864320,7864320,5,750,128
write_SC,915,100,7864320,7864320,5,750,128
shuffle_SC,2380,100,7864320,7864320,5,750,128
write_SC,1136,100,7864320,7864320,5,750,128
shuffle_SC,2319,100,7864320,7864320,5,750,128
write_SC,791,100,7864320,7864320,5,750,128
shuffle_SC,1947,100,7864320,7864320,5,750,128
write_SC,1118,100,7864320,7864320,5,750,128
shuffle_SC,2350,100,7864320,7864320,5,750,128
write_SC,899,100,7864320,7864320,5,750,128
shuffle_SC,2375,100,7864320,7864320,5,750,128
write_SC,955,100,7864320,7864320,5,750,128
shuffle_SC,1970,100,7864320,7864320,5,750,128
read_SC,1351,10,10737418,1073741,8,1024,128
collect_SC,99,10,10737418,1073741,8,1024,128
spill_SC,531,10,10737418,1073741,8,1024,128
merge_SC,9,10,10737418,1073741,8,1024,128
read_SC,1047,10,10737418,1073741,8,1024,128
collect_SC,53,10,10737418,1073741,8,1024,128
spill_SC,551,10,10737418,1073741,8,1024,128
merge_SC,9,10,10737418,1073741,8,1024,128
read_SC,1298,10,10737418,1073741,8,1024,128
collect_SC,73,10,10737418,1073741,8,1024,128
spill_SC,537,10,10737418,1073741,8,1024,128
merge_SC,8,10,10737418,1073741,8,1024,128
read_SC,1232,10,10737418,1073741,8,1024,128
collect_SC,65,10,10737418,1073741,8,1024,128
spill_SC,495,10,10737418,1073741,8,1024,128
merge_SC,9,10,10737418,1073741,8,1024,128
read_SC,1345,10,10737418,1073741,8,1024,128
collect_SC,80,10,10737418,1073741,8,1024,128
spill_SC,531,10,10737418,1073741,8,1024,128
merge_SC,19,10,10737418,1073741,8,1024,128
read_SC,1335,10,10737418,1073741,8,1024,128
collect_SC,81,10,10737418,1073741,8,1024,128
spill_SC,516,10,10737418,1073741,8,1024,128
merge_SC,18,10,10737418,1073741,8,1024,128
read_SC,1504,10,10737418,1073741,8,1024,128
collect_SC,109,10,10737418,1073741,8,1024,128
spill_SC,522,10,10737418,1073741,8,1024,128
merge_SC,9,10,10737418,1073741,8,1024,128
write_SC,204,10,10737418,1073741,8,1024,128
shuffle_SC,663,10,10737418,1073741,8,1024,128
write_SC,206,10,10737418,1073741,8,1024,128
shuffle_SC,663,10,10737418,1073741,8,1024,128
write_SC,205,10,10737418,1073741,8,1024,128
shuffle_SC,664,10,10737418,1073741,8,1024,128
write_SC,217,10,10737418,1073741,8,1024,128
shuffle_SC,675,10,10737418,1073741,8,1024,128
write_SC,194,10,10737418,1073741,8,1024,128
shuffle_SC,648,10,10737418,1073741,8,1024,128
write_SC,581,10,10737418,1073741,8,1024,128
shuffle_SC,663,10,10737418,1073741,8,1024,128
write_SC,172,10,10737418,1073741,8,1024,128
shuffle_SC,2408,10,10737418,1073741,8,1024,128
read_SC,1309,10,10737418,1073741,8,1024,128
collect_SC,85,10,10737418,1073741,8,1024,128
spill_SC,486,10,10737418,1073741,8,1024,128
merge_SC,8,10,10737418,1073741,8,1024,128
write_SC,221,10,10737418,1073741,8,1024,128
shuffle_SC,639,10,10737418,1073741,8,1024,128
write_SC,383,20,10737418,2147483,8,1024,128
shuffle_SC,940,20,10737418,2147483,8,1024,128
write_SC,339,20,10737418,2147483,8,1024,128
shuffle_SC,903,20,10737418,2147483,8,1024,128
read_SC,1466,20,10737418,2147483,8,1024,128
collect_SC,123,20,10737418,2147483,8,1024,128
spill_SC,996,20,10737418,2147483,8,1024,128
merge_SC,12,20,10737418,2147483,8,1024,128
read_SC,1329,20,10737418,2147483,8,1024,128
collect_SC,114,20,10737418,2147483,8,1024,128
spill_SC,999,20,10737418,2147483,8,1024,128
merge_SC,9,20,10737418,2147483,8,1024,128
read_SC,1312,20,10737418,2147483,8,1024,128
collect_SC,129,20,10737418,2147483,8,1024,128
spill_SC,1044,20,10737418,2147483,8,1024,128
merge_SC,8,20,10737418,2147483,8,1024,128
read_SC,1413,20,10737418,2147483,8,1024,128
collect_SC,151,20,10737418,2147483,8,1024,128
spill_SC,1014,20,10737418,2147483,8,1024,128
merge_SC,7,20,10737418,2147483,8,1024,128
read_SC,1355,20,10737418,2147483,8,1024,128
collect_SC,129,20,10737418,2147483,8,1024,128
spill_SC,1016,20,10737418,2147483,8,1024,128
merge_SC,9,20,10737418,2147483,8,1024,128
read_SC,1320,20,10737418,2147483,8,1024,128
collect_SC,127,20,10737418,2147483,8,1024,128
spill_SC,971,20,10737418,2147483,8,1024,128
merge_SC,9,20,10737418,2147483,8,1024,128
write_SC,318,20,10737418,2147483,8,1024,128
shuffle_SC,3581,20,10737418,2147483,8,1024,128
write_SC,316,20,10737418,2147483,8,1024,128
shuffle_SC,942,20,10737418,2147483,8,1024,128
read_SC,1357,20,10737418,2147483,8,1024,128
collect_SC,117,20,10737418,2147483,8,1024,128
spill_SC,1195,20,10737418,2147483,8,1024,128
merge_SC,8,20,10737418,2147483,8,1024,128
read_SC,1343,20,10737418,2147483,8,1024,128
collect_SC,116,20,10737418,2147483,8,1024,128
spill_SC,961,20,10737418,2147483,8,1024,128
merge_SC,8,20,10737418,2147483,8,1024,128
write_SC,327,20,10737418,2147483,8,1024,128
shuffle_SC,916,20,10737418,2147483,8,1024,128
write_SC,349,20,10737418,2147483,8,1024,128
shuffle_SC,902,20,10737418,2147483,8,1024,128
write_SC,328,20,10737418,2147483,8,1024,128
shuffle_SC,968,20,10737418,2147483,8,1024,128
write_SC,371,20,10737418,2147483,8,1024,128
shuffle_SC,897,20,10737418,2147483,8,1024,128
read_SC,1426,30,10737418,3221225,8,1024,128
collect_SC,162,30,10737418,3221225,8,1024,128
spill_SC,1533,30,10737418,3221225,8,1024,128
merge_SC,8,30,10737418,3221225,8,1024,128
read_SC,1331,30,10737418,3221225,8,1024,128
collect_SC,183,30,10737418,3221225,8,1024,128
spill_SC,1519,30,10737418,3221225,8,1024,128
merge_SC,8,30,10737418,3221225,8,1024,128
read_SC,1383,30,10737418,3221225,8,1024,128
collect_SC,163,30,10737418,3221225,8,1024,128
spill_SC,1569,30,10737418,3221225,8,1024,128
merge_SC,16,30,10737418,3221225,8,1024,128
read_SC,1420,30,10737418,3221225,8,1024,128
collect_SC,136,30,10737418,3221225,8,1024,128
spill_SC,1536,30,10737418,3221225,8,1024,128
merge_SC,9,30,10737418,3221225,8,1024,128
read_SC,1375,30,10737418,3221225,8,1024,128
collect_SC,179,30,10737418,3221225,8,1024,128
spill_SC,1590,30,10737418,3221225,8,1024,128
merge_SC,8,30,10737418,3221225,8,1024,128
write_SC,504,30,10737418,3221225,8,1024,128
shuffle_SC,1215,30,10737418,3221225,8,1024,128
write_SC,503,30,10737418,3221225,8,1024,128
shuffle_SC,1187,30,10737418,3221225,8,1024,128
write_SC,444,30,10737418,3221225,8,1024,128
shuffle_SC,1157,30,10737418,3221225,8,1024,128
write_SC,495,30,10737418,3221225,8,1024,128
shuffle_SC,1215,30,10737418,3221225,8,1024,128
write_SC,527,30,10737418,3221225,8,1024,128
shuffle_SC,1194,30,10737418,3221225,8,1024,128
write_SC,474,30,10737418,3221225,8,1024,128
shuffle_SC,1257,30,10737418,3221225,8,1024,128
write_SC,460,30,10737418,3221225,8,1024,128
shuffle_SC,1219,30,10737418,3221225,8,1024,128
read_SC,1345,30,10737418,3221225,8,1024,128
collect_SC,171,30,10737418,3221225,8,1024,128
spill_SC,1564,30,10737418,3221225,8,1024,128
merge_SC,9,30,10737418,3221225,8,1024,128
read_SC,1396,30,10737418,3221225,8,1024,128
collect_SC,140,30,10737418,3221225,8,1024,128
spill_SC,1509,30,10737418,3221225,8,1024,128
merge_SC,9,30,10737418,3221225,8,1024,128
write_SC,430,30,10737418,3221225,8,1024,128
shuffle_SC,4767,30,10737418,3221225,8,1024,128
read_SC,1403,30,10737418,3221225,8,1024,128
collect_SC,158,30,10737418,3221225,8,1024,128
spill_SC,2110,30,10737418,3221225,8,1024,128
merge_SC,8,30,10737418,3221225,8,1024,128
write_SC,508,40,10737418,4294967,8,1024,128
shuffle_SC,1528,40,10737418,4294967,8,1024,128
write_SC,1638,40,10737418,4294967,8,1024,128
shuffle_SC,1463,40,10737418,4294967,8,1024,128
write_SC,518,40,10737418,4294967,8,1024,128
shuffle_SC,1439,40,10737418,4294967,8,1024,128
write_SC,521,40,10737418,4294967,8,1024,128
shuffle_SC,1453,40,10737418,4294967,8,1024,128
read_SC,1387,40,10737418,4294967,8,1024,128
collect_SC,217,40,10737418,4294967,8,1024,128
spill_SC,2026,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1364,40,10737418,4294967,8,1024,128
collect_SC,202,40,10737418,4294967,8,1024,128
spill_SC,1987,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1524,40,10737418,4294967,8,1024,128
collect_SC,219,40,10737418,4294967,8,1024,128
spill_SC,2070,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1413,40,10737418,4294967,8,1024,128
collect_SC,221,40,10737418,4294967,8,1024,128
spill_SC,2016,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
write_SC,557,40,10737418,4294967,8,1024,128
shuffle_SC,1425,40,10737418,4294967,8,1024,128
write_SC,554,40,10737418,4294967,8,1024,128
shuffle_SC,1449,40,10737418,4294967,8,1024,128
write_SC,519,40,10737418,4294967,8,1024,128
shuffle_SC,1433,40,10737418,4294967,8,1024,128
write_SC,528,40,10737418,4294967,8,1024,128
shuffle_SC,4974,40,10737418,4294967,8,1024,128
read_SC,1341,40,10737418,4294967,8,1024,128
collect_SC,226,40,10737418,4294967,8,1024,128
spill_SC,2059,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1397,40,10737418,4294967,8,1024,128
collect_SC,217,40,10737418,4294967,8,1024,128
spill_SC,2024,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1414,40,10737418,4294967,8,1024,128
collect_SC,224,40,10737418,4294967,8,1024,128
spill_SC,2064,40,10737418,4294967,8,1024,128
merge_SC,9,40,10737418,4294967,8,1024,128
read_SC,1370,40,10737418,4294967,8,1024,128
collect_SC,198,40,10737418,4294967,8,1024,128
spill_SC,2071,40,10737418,4294967,8,1024,128
merge_SC,8,40,10737418,4294967,8,1024,128
read_SC,1386,50,10737418,5368709,8,1024,128
collect_SC,239,50,10737418,5368709,8,1024,128
spill_SC,2536,50,10737418,5368709,8,1024,128
merge_SC,8,50,10737418,5368709,8,1024,128
read_SC,1317,50,10737418,5368709,8,1024,128
collect_SC,306,50,10737418,5368709,8,1024,128
spill_SC,2644,50,10737418,5368709,8,1024,128
merge_SC,8,50,10737418,5368709,8,1024,128
read_SC,1289,50,10737418,5368709,8,1024,128
collect_SC,286,50,10737418,5368709,8,1024,128
spill_SC,2731,50,10737418,5368709,8,1024,128
merge_SC,8,50,10737418,5368709,8,1024,128
read_SC,1300,50,10737418,5368709,8,1024,128
collect_SC,273,50,10737418,5368709,8,1024,128
spill_SC,2544,50,10737418,5368709,8,1024,128
merge_SC,9,50,10737418,5368709,8,1024,128
write_SC,3164,50,10737418,5368709,8,1024,128
shuffle_SC,3686,50,10737418,5368709,8,1024,128
write_SC,676,50,10737418,5368709,8,1024,128
shuffle_SC,1719,50,10737418,5368709,8,1024,128
read_SC,1357,50,10737418,5368709,8,1024,128
collect_SC,253,50,10737418,5368709,8,1024,128
spill_SC,2525,50,10737418,5368709,8,1024,128
merge_SC,8,50,10737418,5368709,8,1024,128
write_SC,4840,50,10737418,5368709,8,1024,128
shuffle_SC,5141,50,10737418,5368709,8,1024,128
write_SC,651,50,10737418,5368709,8,1024,128
shuffle_SC,1684,50,10737418,5368709,8,1024,128
write_SC,679,50,10737418,5368709,8,1024,128
shuffle_SC,1759,50,10737418,5368709,8,1024,128
write_SC,659,50,10737418,5368709,8,1024,128
shuffle_SC,1697,50,10737418,5368709,8,1024,128
write_SC,665,50,10737418,5368709,8,1024,128
shuffle_SC,1722,50,10737418,5368709,8,1024,128
write_SC,648,50,10737418,5368709,8,1024,128
shuffle_SC,1697,50,10737418,5368709,8,1024,128
read_SC,1291,50,10737418,5368709,8,1024,128
collect_SC,270,50,10737418,5368709,8,1024,128
spill_SC,2650,50,10737418,5368709,8,1024,128
merge_SC,9,50,10737418,5368709,8,1024,128
read_SC,1365,50,10737418,5368709,8,1024,128
collect_SC,232,50,10737418,5368709,8,1024,128
spill_SC,2673,50,10737418,5368709,8,1024,128
merge_SC,8,50,10737418,5368709,8,1024,128
read_SC,1368,50,10737418,5368709,8,1024,128
collect_SC,273,50,10737418,5368709,8,1024,128
spill_SC,2713,50,10737418,5368709,8,1024,128
merge_SC,9,50,10737418,5368709,8,1024,128
write_SC,814,60,10737418,6442450,8,1024,128
shuffle_SC,2545,60,10737418,6442450,8,1024,128
write_SC,765,60,10737418,6442450,8,1024,128
shuffle_SC,3515,60,10737418,6442450,8,1024,128
write_SC,771,60,10737418,6442450,8,1024,128
shuffle_SC,3867,60,10737418,6442450,8,1024,128
write_SC,3682,60,10737418,6442450,8,1024,128
shuffle_SC,1955,60,10737418,6442450,8,1024,128
write_SC,1249,60,10737418,6442450,8,1024,128
shuffle_SC,1991,60,10737418,6442450,8,1024,128
write_SC,739,60,10737418,6442450,8,1024,128
shuffle_SC,1703,60,10737418,6442450,8,1024,128
read_SC,1414,60,10737418,6442450,8,1024,128
collect_SC,385,60,10737418,6442450,8,1024,128
spill_SC,3218,60,10737418,6442450,8,1024,128
merge_SC,1859,60,10737418,6442450,8,1024,128
read_SC,1395,60,10737418,6442450,8,1024,128
collect_SC,338,60,10737418,6442450,8,1024,128
spill_SC,3201,60,10737418,6442450,8,1024,128
merge_SC,1845,60,10737418,6442450,8,1024,128
write_SC,804,60,10737418,6442450,8,1024,128
shuffle_SC,1972,60,10737418,6442450,8,1024,128
write_SC,791,60,10737418,6442450,8,1024,128
shuffle_SC,7415,60,10737418,6442450,8,1024,128
read_SC,1426,60,10737418,6442450,8,1024,128
collect_SC,328,60,10737418,6442450,8,1024,128
spill_SC,3189,60,10737418,6442450,8,1024,128
merge_SC,1819,60,10737418,6442450,8,1024,128
read_SC,1473,60,10737418,6442450,8,1024,128
collect_SC,301,60,10737418,6442450,8,1024,128
spill_SC,3255,60,10737418,6442450,8,1024,128
merge_SC,1861,60,10737418,6442450,8,1024,128
read_SC,1389,60,10737418,6442450,8,1024,128
collect_SC,329,60,10737418,6442450,8,1024,128
spill_SC,3237,60,10737418,6442450,8,1024,128
merge_SC,1823,60,10737418,6442450,8,1024,128
read_SC,1440,60,10737418,6442450,8,1024,128
collect_SC,348,60,10737418,6442450,8,1024,128
spill_SC,3086,60,10737418,6442450,8,1024,128
merge_SC,1826,60,10737418,6442450,8,1024,128
read_SC,1337,60,10737418,6442450,8,1024,128
collect_SC,366,60,10737418,6442450,8,1024,128
spill_SC,3322,60,10737418,6442450,8,1024,128
merge_SC,1809,60,10737418,6442450,8,1024,128
read_SC,1452,60,10737418,6442450,8,1024,128
collect_SC,316,60,10737418,6442450,8,1024,128
spill_SC,3230,60,10737418,6442450,8,1024,128
merge_SC,1815,60,10737418,6442450,8,1024,128
write_SC,993,70,10737418,7516192,8,1024,128
shuffle_SC,9606,70,10737418,7516192,8,1024,128
read_SC,1379,70,10737418,7516192,8,1024,128
collect_SC,552,70,10737418,7516192,8,1024,128
spill_SC,3659,70,10737418,7516192,8,1024,128
merge_SC,2117,70,10737418,7516192,8,1024,128
read_SC,1317,70,10737418,7516192,8,1024,128
collect_SC,580,70,10737418,7516192,8,1024,128
spill_SC,3672,70,10737418,7516192,8,1024,128
merge_SC,2153,70,10737418,7516192,8,1024,128
read_SC,1431,70,10737418,7516192,8,1024,128
collect_SC,650,70,10737418,7516192,8,1024,128
spill_SC,3789,70,10737418,7516192,8,1024,128
merge_SC,2096,70,10737418,7516192,8,1024,128
read_SC,1467,70,10737418,7516192,8,1024,128
collect_SC,581,70,10737418,7516192,8,1024,128
spill_SC,3624,70,10737418,7516192,8,1024,128
merge_SC,2093,70,10737418,7516192,8,1024,128
read_SC,1440,70,10737418,7516192,8,1024,128
collect_SC,563,70,10737418,7516192,8,1024,128
spill_SC,3751,70,10737418,7516192,8,1024,128
merge_SC,2116,70,10737418,7516192,8,1024,128
read_SC,1426,70,10737418,7516192,8,1024,128
collect_SC,564,70,10737418,7516192,8,1024,128
spill_SC,3747,70,10737418,7516192,8,1024,128
merge_SC,2187,70,10737418,7516192,8,1024,128
read_SC,1521,70,10737418,7516192,8,1024,128
collect_SC,545,70,10737418,7516192,8,1024,128
spill_SC,4205,70,10737418,7516192,8,1024,128
merge_SC,2118,70,10737418,7516192,8,1024,128
write_SC,1036,70,10737418,7516192,8,1024,128
shuffle_SC,2234,70,10737418,7516192,8,1024,128
write_SC,910,70,10737418,7516192,8,1024,128
shuffle_SC,2277,70,10737418,7516192,8,1024,128
write_SC,900,70,10737418,7516192,8,1024,128
shuffle_SC,2294,70,10737418,7516192,8,1024,128
write_SC,3475,70,10737418,7516192,8,1024,128
shuffle_SC,2217,70,10737418,7516192,8,1024,128
write_SC,2864,70,10737418,7516192,8,1024,128
shuffle_SC,2328,70,10737418,7516192,8,1024,128
write_SC,6205,70,10737418,7516192,8,1024,128
shuffle_SC,2207,70,10737418,7516192,8,1024,128
write_SC,1714,70,10737418,7516192,8,1024,128
shuffle_SC,2227,70,10737418,7516192,8,1024,128
read_SC,1396,70,10737418,7516192,8,1024,128
collect_SC,559,70,10737418,7516192,8,1024,128
spill_SC,3819,70,10737418,7516192,8,1024,128
merge_SC,2127,70,10737418,7516192,8,1024,128
read_SC,1446,80,10737418,8589934,8,1024,128
collect_SC,3089,80,10737418,8589934,8,1024,128
spill_SC,4219,80,10737418,8589934,8,1024,128
merge_SC,2420,80,10737418,8589934,8,1024,128
read_SC,1336,80,10737418,8589934,8,1024,128
collect_SC,3245,80,10737418,8589934,8,1024,128
spill_SC,4315,80,10737418,8589934,8,1024,128
merge_SC,2435,80,10737418,8589934,8,1024,128
read_SC,1440,80,10737418,8589934,8,1024,128
collect_SC,3473,80,10737418,8589934,8,1024,128
spill_SC,4628,80,10737418,8589934,8,1024,128
merge_SC,2389,80,10737418,8589934,8,1024,128
read_SC,1321,80,10737418,8589934,8,1024,128
collect_SC,3352,80,10737418,8589934,8,1024,128
spill_SC,4363,80,10737418,8589934,8,1024,128
merge_SC,2378,80,10737418,8589934,8,1024,128
read_SC,1327,80,10737418,8589934,8,1024,128
collect_SC,3181,80,10737418,8589934,8,1024,128
spill_SC,4224,80,10737418,8589934,8,1024,128
merge_SC,2364,80,10737418,8589934,8,1024,128
read_SC,1322,80,10737418,8589934,8,1024,128
collect_SC,3167,80,10737418,8589934,8,1024,128
spill_SC,4175,80,10737418,8589934,8,1024,128
merge_SC,2402,80,10737418,8589934,8,1024,128
read_SC,1355,80,10737418,8589934,8,1024,128
collect_SC,3168,80,10737418,8589934,8,1024,128
spill_SC,4208,80,10737418,8589934,8,1024,128
merge_SC,2378,80,10737418,8589934,8,1024,128
read_SC,1350,80,10737418,8589934,8,1024,128
collect_SC,3595,80,10737418,8589934,8,1024,128
spill_SC,4695,80,10737418,8589934,8,1024,128
merge_SC,2366,80,10737418,8589934,8,1024,128
write_SC,2520,80,10737418,8589934,8,1024,128
shuffle_SC,3163,80,10737418,8589934,8,1024,128
write_SC,1005,80,10737418,8589934,8,1024,128
shuffle_SC,2483,80,10737418,8589934,8,1024,128
write_SC,1009,80,10737418,8589934,8,1024,128
shuffle_SC,11802,80,10737418,8589934,8,1024,128
write_SC,2461,80,10737418,8589934,8,1024,128
shuffle_SC,2508,80,10737418,8589934,8,1024,128
write_SC,2055,80,10737418,8589934,8,1024,128
shuffle_SC,2503,80,10737418,8589934,8,1024,128
write_SC,981,80,10737418,8589934,8,1024,128
shuffle_SC,2475,80,10737418,8589934,8,1024,128
write_SC,2486,80,10737418,8589934,8,1024,128
shuffle_SC,2517,80,10737418,8589934,8,1024,128
write_SC,1440,80,10737418,8589934,8,1024,128
shuffle_SC,3201,80,10737418,8589934,8,1024,128
write_SC,2462,90,10737418,9663676,8,1024,128
shuffle_SC,2785,90,10737418,9663676,8,1024,128
write_SC,3074,90,10737418,9663676,8,1024,128
shuffle_SC,2740,90,10737418,9663676,8,1024,128
write_SC,1123,90,10737418,9663676,8,1024,128
shuffle_SC,2786,90,10737418,9663676,8,1024,128
write_SC,3177,90,10737418,9663676,8,1024,128
shuffle_SC,2735,90,10737418,9663676,8,1024,128
write_SC,7770,90,10737418,9663676,8,1024,128
shuffle_SC,10940,90,10737418,9663676,8,1024,128
read_SC,1423,90,10737418,9663676,8,1024,128
collect_SC,3207,90,10737418,9663676,8,1024,128
spill_SC,4719,90,10737418,9663676,8,1024,128
merge_SC,2638,90,10737418,9663676,8,1024,128
write_SC,2207,90,10737418,9663676,8,1024,128
shuffle_SC,2765,90,10737418,9663676,8,1024,128
write_SC,5482,90,10737418,9663676,8,1024,128
